transaction_id,location_id,supplier_id,time_id,customer_id,demand_cylinders,supply_cylinders,shortage_cylinders,price_per_cylinder,subsidy_amount,delivery_delay_days,stock_available,transport_cost,weather_impact_score,strike_impact_flag,festival_demand_flag,emergency_supply_flag,warehouse_capacity,fulfilled_orders,unfulfilled_orders
3455,31,14,45,47,13,15,16,831.73,196.71,7,208,71.34,0.11,0,1,1,398,49,10
3456,4,11,60,30,12,39,13,1171.24,123.94,9,75,132.75,0.66,0,0,0,714,40,4
3457,49,9,66,76,8,21,3,1171.98,214.27,9,33,177.47,0.77,1,0,1,810,31,2
3458,45,7,223,41,39,17,9,957.43,251.67,8,380,195.56,0.93,1,0,1,542,12,17
3459,50,15,47,55,8,6,3,1128.38,154.27,4,125,184.27,0.14,0,0,0,922,37,4
3460,5,20,238,59,18,46,2,1159.44,260.76,2,292,116.8,0.12,0,0,1,324,37,13
3461,30,17,26,40,21,46,6,1003.22,39.99,2,351,195.71,0.71,1,0,0,875,37,10
3462,24,3,307,45,28,25,19,1040.59,10.35,1,35,57.99,0.66,1,1,1,845,47,10
3463,3,15,94,22,31,10,6,1093.24,265.64,7,79,173.66,0.4,1,1,0,568,27,9
3464,11,14,110,15,15,14,2,1156.52,35.35,3,73,95.13,0.57,0,1,1,527,34,4
3465,45,8,261,92,39,19,12,835.64,54.32,0,247,187.61,0.09,1,0,0,944,23,19
3466,4,4,254,17,33,11,3,821.18,36.37,3,45,156.91,0.45,1,1,0,230,4,15
3467,26,10,295,59,38,32,18,1070.02,51.41,8,79,161.38,0.7,0,1,1,266,11,5
3468,27,2,324,25,23,10,3,819.07,269.73,5,90,102.91,0.69,0,0,0,287,2,2
3469,46,14,40,43,16,47,14,841.77,254.38,9,297,61.21,0.39,1,1,1,753,27,10
3470,43,8,292,64,24,34,19,968.96,79.66,4,357,95.61,0.81,1,0,0,218,6,6
3471,27,10,254,51,21,44,11,872.89,211.39,2,227,131.94,0.62,1,0,0,843,25,7
3472,42,18,97,61,46,29,13,1159.53,236.5,0,453,187.11,0.78,1,1,0,743,45,19
3473,50,15,26,45,8,29,3,932.63,46.47,6,213,179.29,0.81,1,1,0,668,15,16
3474,6,5,104,3,42,22,2,1031.02,68.45,8,328,116.09,0.47,1,1,1,123,20,3
3475,15,13,103,36,17,14,5,803.94,143.34,1,7,58.7,0.36,0,0,0,623,40,5
3476,30,18,75,95,15,2,14,1005.37,190.99,1,38,166.81,0.55,0,1,1,442,47,3
3477,42,2,85,79,14,12,4,1124.01,126.24,5,331,190.7,0.4,0,0,0,505,38,9
3478,37,13,214,64,20,22,5,1187.34,234.83,0,75,149.58,0.26,0,1,1,205,12,6
3479,37,14,113,28,32,1,11,1071.5,297.09,5,447,62.28,0.76,1,1,1,536,4,10
3480,42,10,312,95,11,12,6,881.05,259.44,7,304,53.11,0.54,1,0,0,354,11,3
3481,37,4,57,45,38,12,19,945.21,255.47,0,338,191.77,0.19,0,1,0,889,12,2
3482,35,15,101,84,32,4,10,862.75,60.48,7,332,186.22,0.07,1,1,0,840,34,15
3483,23,8,250,21,4,17,16,935.13,271.34,4,299,62.62,0.45,1,0,0,167,39,13
3484,6,15,135,27,29,48,11,1024.52,297.29,2,346,119.88,0.8,1,0,0,965,46,15
3485,4,14,141,83,5,19,7,994.95,169.74,8,153,70.5,0.18,1,0,0,868,26,5
3486,18,9,84,100,43,1,12,1149.48,228.03,1,282,116.19,0.5,1,0,1,368,38,15
3487,9,20,207,76,12,17,17,881.58,179.79,5,454,94.32,0.63,0,0,0,455,25,8
3488,49,3,230,35,43,34,18,973.46,297.61,1,201,164.38,0.85,0,0,1,725,39,14
3489,29,15,356,48,39,43,17,1052.83,181.4,5,393,194.88,0.06,0,0,1,348,9,14
3490,13,17,302,97,23,7,9,1192.44,142.22,4,253,68.54,0.35,1,1,0,306,12,9
3491,47,16,61,100,33,33,5,885.53,46.76,4,284,118.54,0.77,0,0,0,120,36,2
3492,17,4,217,23,16,6,4,1133.23,253.19,5,284,174.2,0.82,1,0,1,653,49,18
3493,45,11,56,64,44,6,12,1047.11,60.75,6,59,176.48,0.62,1,1,0,748,31,2
3494,32,8,29,13,11,32,6,853.55,203.37,7,153,102.93,0.52,1,1,1,709,21,9
3495,48,3,111,30,8,28,10,1113.58,73.47,9,127,132.12,0.5,1,1,1,164,6,0
3496,22,19,92,74,33,37,12,869.96,209.54,4,486,157.09,0.94,1,1,1,637,28,16
3497,4,14,142,20,48,29,4,1079.9,13.83,6,286,196.41,0.92,1,1,1,540,31,16
3498,5,9,102,6,34,43,18,896.24,52.58,2,47,164.35,0.91,1,1,1,259,1,2
3499,37,3,71,95,21,30,18,987.34,215.85,8,207,160.3,0.9,1,1,1,449,15,12
3500,41,4,13,19,38,22,3,1113.31,177.27,9,267,183.42,0.83,0,1,1,676,11,14
3501,49,4,157,67,17,5,11,1053.71,166.82,8,95,181.06,0.39,0,0,1,599,38,10
3502,13,11,81,74,49,29,17,1096.14,28.12,2,189,89.89,0.59,1,1,1,853,13,8
3503,34,19,100,10,34,2,2,1121.36,258.5,2,248,175.34,0.61,1,0,1,113,12,18
3504,45,16,83,56,41,10,10,813.9,190.33,9,317,77.33,0.83,0,1,0,521,29,6
3505,22,17,218,21,3,46,8,992.23,173.37,1,216,76.47,0.43,1,1,1,662,40,19
3506,23,10,237,56,24,20,17,1194.25,288.09,9,73,64.68,0.99,1,1,1,520,20,10
3507,3,17,125,57,22,18,11,1118.13,165.39,1,313,145.1,0.06,0,0,1,924,10,18
3508,42,16,201,2,10,45,8,946.32,242.26,4,304,99.91,0.07,1,0,1,390,11,16
3509,34,20,2,39,5,35,5,914.01,64.41,0,327,80.66,0.04,1,1,1,847,2,5
3510,32,6,62,61,41,36,1,1081.92,98.85,4,102,95.67,0.64,1,0,1,818,27,0
3511,45,7,20,45,31,18,0,854.87,198.09,0,337,143.26,0.21,1,1,1,987,33,13
3512,49,14,210,94,24,12,3,1153.08,188.99,2,460,195.22,0.48,1,0,1,983,27,11
3513,21,11,346,28,46,46,19,832.75,25.92,8,304,69.71,0.25,0,1,1,369,12,3
3514,46,12,180,18,11,25,17,1023.64,16.35,6,198,88.02,0.08,1,0,0,698,26,10
3515,44,14,62,14,48,36,3,1138.74,64.08,9,329,154.12,0.06,1,1,1,115,13,8
3516,21,5,273,55,14,42,10,1087.99,160.16,8,151,78.99,0.66,0,1,1,894,10,19
3517,44,5,295,59,46,41,0,994.22,231.96,9,83,186.74,0.51,1,1,1,627,39,0
3518,11,20,241,19,4,20,6,891.79,116.67,7,105,135.47,0.84,1,1,0,146,25,4
3519,39,15,251,100,8,48,10,1040.15,75.54,0,464,139.34,0.15,0,1,0,704,17,10
3520,4,1,10,41,7,11,15,1186.52,177.31,9,232,193.01,0.78,1,0,1,204,2,11
3521,1,9,187,12,35,20,18,838.15,29.67,0,349,157.56,0.77,0,1,1,148,2,5
3522,28,3,110,20,32,33,12,812.61,51.48,1,54,111.97,0,0,1,0,501,43,19
3523,24,4,28,34,22,10,0,967.83,135.85,8,270,149.07,0.97,0,1,0,994,30,9
3524,35,16,61,36,22,25,11,1036.48,290,9,478,66.1,0.46,1,1,0,896,42,12
3525,13,7,58,21,46,10,0,943.22,97.92,6,416,147.62,0.68,1,1,0,909,16,10
3526,47,14,300,56,43,24,13,1087.09,255.32,7,273,156.39,0.73,1,0,1,415,14,7
3527,34,16,339,83,26,41,12,1009.14,292.94,2,365,75.79,0.51,0,0,1,364,41,12
3528,11,18,252,41,36,33,15,938.85,246.75,4,314,160.12,0.07,1,1,0,572,3,16
3529,36,16,256,41,29,34,4,1117.65,132.56,7,304,62.74,0.19,0,1,1,374,34,12
3530,17,16,145,43,4,15,3,839.76,243.35,2,358,79.82,0.63,0,0,0,984,15,17
3531,35,2,79,99,31,40,3,816.02,13.45,8,373,120.58,0.46,0,1,0,488,23,7
3532,18,10,341,72,22,24,7,822.73,259.24,1,142,156.61,0.1,1,1,0,543,3,15
3533,40,7,294,86,8,15,14,1125.69,146.87,3,60,141.51,0.59,1,1,1,421,37,14
3534,22,15,286,38,21,49,15,1119.25,135.07,4,458,76.95,0.47,1,1,0,314,36,9
3535,24,9,288,18,15,10,6,1132.31,219.8,4,25,56.63,0.81,1,0,1,189,34,13
3536,19,7,214,8,48,5,7,913.49,279.34,4,463,112.95,0.3,1,1,0,870,12,9
3537,37,16,20,66,4,22,17,996.62,76.32,6,193,149.54,0.75,1,1,0,349,48,16
3538,39,3,358,20,42,37,15,927.89,127.09,2,473,101.6,0.84,0,1,1,966,18,5
3539,21,17,230,69,5,31,14,1034.94,195.21,3,148,100.84,0,0,0,0,241,1,9
3540,8,8,64,57,36,23,19,1138.11,181.94,9,397,141.14,0.02,0,1,1,586,37,8
3541,28,2,36,94,2,11,15,807.97,70.44,1,391,124.48,0.57,0,1,1,910,44,7
3542,5,20,211,18,8,10,15,1027.91,5.37,9,168,184.27,0.13,0,1,1,557,38,1
3543,17,3,171,60,47,35,1,880.43,48.9,1,155,112.52,0.51,0,1,0,905,4,8
3544,37,8,26,87,4,22,5,1148.02,11.89,9,348,75.99,0.57,0,0,0,205,26,18
3545,36,2,263,2,13,41,10,1182.8,18.13,1,226,75.44,0.03,0,0,1,570,30,10
3546,19,19,290,42,14,22,4,1131.23,73.71,8,146,50.95,0.41,0,1,1,168,36,1
3547,27,17,164,64,9,37,14,813.48,217.18,9,339,84.75,0.71,0,1,1,132,19,18
3548,34,5,62,44,28,27,13,921.1,77.03,5,381,143.79,0.17,0,1,1,833,9,5
3549,11,20,86,51,38,1,15,891.9,67.55,2,467,84.65,0.74,0,0,0,473,31,3
3550,45,17,73,96,12,5,15,1130.5,191,9,201,119.03,0.67,0,0,0,105,14,0
3551,47,10,60,65,28,11,8,807.23,168.96,0,84,56.79,0.17,1,1,1,564,17,7
3552,12,9,320,65,13,33,18,1169.1,152.49,0,198,102.18,0.97,0,1,0,964,30,6
3553,21,6,178,54,21,16,4,1035,193.78,0,94,143.58,0.51,0,1,1,882,6,14
3554,11,11,52,95,38,40,7,1097.63,107.11,1,364,177.58,0.09,0,1,1,401,17,1
3555,39,2,145,39,26,30,13,982.28,4.45,9,345,78.17,0.33,1,1,1,805,35,16
3556,28,12,316,8,25,28,8,1082.82,129.01,5,292,78.63,0.56,0,0,0,369,48,4
3557,5,12,77,67,22,29,11,933.79,110.04,9,22,126.21,0.24,0,0,0,754,22,8
3558,17,16,119,76,8,16,14,1064.07,231.56,8,193,163.32,0.6,0,0,0,853,21,18
3559,20,12,209,98,37,1,13,972.31,27.09,0,189,117.86,0.67,1,0,1,697,19,17
3560,41,18,182,49,40,8,1,1172.77,234.33,9,461,57.86,0.17,0,0,1,494,11,4
3561,46,13,138,89,45,4,3,1172.19,213.3,9,55,136.06,0.31,1,0,1,657,16,19
3562,12,15,125,36,22,36,7,1028.12,100.26,3,52,166.36,0.31,0,1,1,985,40,3
3563,6,16,153,7,13,18,1,1109.34,188.25,4,110,74.22,0.05,0,1,1,923,35,8
3564,17,4,18,15,37,19,18,1096.93,157.99,9,365,196.9,0.96,0,1,1,582,7,12
3565,19,12,64,85,14,36,17,1082.56,63.85,5,99,96.07,0.44,1,0,0,696,5,9
3566,26,17,236,25,18,9,5,1189.63,271.2,9,270,161.66,0.58,1,1,0,267,44,19
3567,48,1,79,57,47,26,19,1151.11,56.92,0,97,59.38,0.17,0,0,1,151,22,14
3568,44,18,59,38,33,2,15,1098.13,41.42,2,117,145.32,0.04,0,1,1,196,17,6
3569,44,16,251,37,7,3,0,831.62,122.96,9,74,144.3,0.61,0,1,0,777,19,16
3570,32,1,314,16,10,28,8,942.02,222.9,1,384,152.83,0.76,1,1,0,565,4,3
3571,6,10,61,1,30,45,1,937.34,66.41,3,28,111.83,0.62,1,1,0,244,24,2
3572,36,19,118,47,34,20,14,1004.87,260,4,254,187.18,0.54,0,0,1,197,24,10
3573,38,16,79,52,45,19,18,1142.72,173.31,7,42,117.6,0.82,1,0,0,215,45,3
3574,11,14,237,37,3,19,8,1068.76,57.04,8,466,165.18,0.42,0,1,0,482,35,17
3575,33,2,327,45,40,41,8,1108.61,162.82,6,415,149.04,0.17,1,0,1,553,43,18
3576,24,6,171,14,12,37,4,816.68,69.78,5,312,137.65,0.09,1,0,1,251,35,19
3577,23,5,244,57,36,15,3,821.42,60.69,8,385,143.24,0.8,0,0,0,803,9,2
3578,15,12,208,34,31,41,4,1171.4,46.02,7,425,178.02,0.96,1,1,1,330,22,0
3579,27,4,344,66,23,6,11,883.82,176.5,6,248,189.92,0.54,1,1,1,705,32,8
3580,11,4,87,31,8,42,0,1117.84,2.98,6,290,171.53,0.43,1,0,1,194,26,17
3581,50,5,139,83,1,1,18,1019.29,285.88,8,173,143.61,0.99,1,1,1,998,28,15
3582,17,7,88,83,35,13,8,939.88,8.06,0,166,101.4,0.16,0,1,1,897,22,16
3583,14,6,133,44,47,49,11,1105.42,279.06,6,79,111.01,0.66,0,0,1,965,19,11
3584,27,13,39,23,15,46,12,1185.96,99.56,5,50,86.23,0.04,1,0,0,947,10,0
3585,18,4,176,94,28,3,19,903.54,171.01,1,172,95.03,0.22,1,0,1,568,34,6
3586,28,13,80,81,12,45,16,940.91,150.05,6,422,192.95,0.11,0,0,0,538,4,13
3587,47,4,20,66,1,8,2,917.32,92.31,1,36,103.85,0.57,1,1,1,324,4,19
3588,47,10,221,11,11,23,12,1057.85,93.55,1,486,138.6,0.39,1,0,0,896,25,3
3589,4,20,337,49,37,28,13,1089.71,40.49,8,215,53.07,0.34,0,1,0,800,10,13
3590,7,1,275,78,49,33,3,991.34,101.17,2,246,114.02,0.51,0,0,1,893,46,14
3591,45,8,188,58,2,34,3,885.83,190.18,8,264,176.9,0.2,1,1,1,595,47,13
3592,35,7,154,29,45,34,0,928.51,177.55,5,383,188.73,0.62,1,0,0,117,11,18
3593,48,5,143,83,35,25,5,1098.94,256.37,3,424,133.43,0.24,1,0,1,261,2,15
3594,9,3,251,92,45,41,10,1153.46,67.12,6,375,124.24,0.93,1,1,1,298,5,17
3595,8,15,212,51,8,1,1,1003.19,48.48,6,492,55.03,0.64,1,1,1,616,47,8
3596,45,17,149,1,31,43,18,899.47,241.33,3,375,117.15,0.72,0,0,1,487,34,12
3597,17,13,175,5,21,7,17,1066.26,242.08,2,49,114.88,0.55,0,1,1,540,11,17
3598,17,15,172,34,45,38,19,1055.77,218.56,3,48,144.73,0.28,0,0,0,547,35,8
3599,49,19,134,78,3,28,15,1163.7,42.07,5,9,140.27,0.88,0,0,0,246,36,1
3600,33,20,116,19,25,17,2,914,269.51,6,461,174.93,0.07,1,0,0,505,11,12
3601,32,14,357,88,41,38,0,1126.95,119.51,3,483,50.92,0.62,0,1,0,904,42,8
3602,8,13,203,40,28,48,1,1068.26,106.9,7,219,110.52,0.15,1,0,1,612,38,1
3603,19,12,295,81,28,30,12,1135.99,44.18,3,12,90.59,0.15,1,1,0,438,26,1
3604,38,9,146,66,2,1,13,841.17,53.66,9,385,173.28,0.13,0,1,1,917,37,12
3605,3,3,238,95,8,28,7,1130.89,29.17,5,23,192.48,0.62,1,1,1,316,1,1
3606,5,11,228,81,1,36,13,990.82,160.26,4,65,129.55,0.95,0,0,1,769,23,14
3607,13,10,255,64,21,18,5,1109.81,113.64,0,263,164.12,0.56,1,0,0,997,36,14
3608,47,1,292,72,15,2,11,897.3,45.35,6,450,186.08,0.52,0,1,0,287,14,9
3609,46,17,156,17,8,33,3,939.07,203.4,2,493,120.35,0.76,1,1,1,261,17,0
3610,31,13,339,38,40,7,8,965.89,97.86,8,113,128.24,0.05,1,0,0,783,10,9
3611,16,14,350,90,22,48,6,1020.09,202.76,9,130,159.15,0.69,0,0,1,359,18,13
3612,50,1,243,43,39,45,0,1004.16,239.93,5,169,199.92,0.55,0,1,0,602,28,6
3613,32,2,207,40,20,39,3,894.61,188.17,4,234,159,0.7,0,1,1,544,38,12
3614,22,2,254,45,13,18,5,1161.46,2.84,5,293,129.68,0.74,0,0,0,214,15,14
3615,29,7,258,40,26,7,10,1177.77,85.05,6,225,73.07,0.06,0,0,1,869,20,7
3616,22,9,73,71,39,4,7,894.88,7.67,4,124,152.64,0.77,0,0,1,669,32,16
3617,43,4,35,88,7,17,12,956.37,107.18,4,377,147.93,0.1,1,1,0,291,36,8
3618,3,2,129,94,11,19,8,1121.86,251.84,3,375,128.89,0.76,0,1,0,504,1,4
3619,10,19,188,90,31,5,18,1113.07,242.74,3,397,108.99,0.84,1,1,1,597,26,2
3620,42,5,319,30,34,39,17,1189.47,48.76,2,50,88.05,0.68,0,0,1,127,16,17
3621,21,9,95,35,11,38,18,1178.94,202.76,7,440,177.68,0.35,0,0,1,176,22,15
3622,16,13,220,66,24,37,4,1150.01,263.22,5,213,131.07,0.23,0,1,0,702,20,16
3623,12,12,301,44,25,13,9,1034.64,259.32,6,72,160.96,0.7,0,1,0,543,17,0
3624,2,19,125,4,33,12,14,935.16,241.2,2,16,134.68,0.97,1,0,0,106,49,3
3625,41,9,185,64,29,37,7,1008.99,72.52,8,402,196.27,0.89,1,1,0,973,48,17
3626,24,10,37,5,21,4,18,1108.47,292.37,9,122,142.95,0.3,1,1,0,959,8,4
3627,35,19,263,48,49,25,7,841.74,215.62,6,446,54.32,0.4,1,0,1,513,34,15
3628,30,10,110,66,33,31,14,1081.25,208.53,5,422,115.59,0.7,0,0,0,876,11,18
3629,30,12,178,95,45,40,18,1158.42,275.67,3,162,163.21,0.2,1,1,0,935,18,19
3630,47,14,142,27,6,15,3,884.18,103.12,0,157,178.49,0.32,1,1,0,882,29,12
3631,35,8,134,24,37,28,2,1124.48,134.86,8,168,168.27,0.41,0,1,0,220,29,13
3632,19,16,149,56,2,11,4,1156.33,130.66,3,219,145.57,0.07,0,1,1,681,12,16
3633,50,17,288,45,42,29,11,826.82,34.9,8,357,81.98,0.57,1,1,1,631,37,17
3634,8,20,258,68,30,5,15,1183.19,86.57,3,278,64.28,0.95,1,1,0,449,2,13
3635,26,4,39,28,28,43,7,1000.88,211.15,7,115,101.1,0.82,1,1,0,215,41,15
3636,49,6,305,5,32,42,19,983.16,11.78,9,140,134.6,0.5,1,1,0,135,32,3
3637,40,12,283,91,27,2,17,1041.03,138.66,1,189,142.88,0.72,0,1,1,105,39,12
3638,7,18,312,47,39,20,11,885.48,217.12,7,112,105.92,0.99,0,0,0,756,12,1
3639,30,7,14,5,22,22,4,1065.45,220.7,3,214,131.56,0.4,0,1,0,664,42,6
3640,7,5,359,5,15,40,7,1123.54,274.65,7,370,66.17,0.01,1,1,0,528,26,0
3641,3,10,361,48,43,27,7,928.94,168.11,3,336,177.77,0.64,1,0,0,657,25,1
3642,1,6,281,73,38,21,0,902.2,62.22,4,106,140.16,0.97,1,1,0,425,22,13
3643,36,14,53,47,37,20,7,1166.02,231.28,3,61,65.34,0.07,1,0,1,877,29,14
3644,25,6,11,62,36,32,18,987.02,151.72,2,248,67.73,0.48,1,0,0,711,46,2
3645,37,14,163,27,38,36,17,1051.54,244.23,2,265,172.02,0.62,0,0,0,908,41,15
3646,1,12,183,4,7,48,19,1142.13,66.18,8,118,84.65,0.17,1,0,1,652,8,5
3647,15,12,186,49,31,46,9,1086.79,2.16,7,321,90.56,0.23,1,0,0,608,2,16
3648,37,8,37,88,44,3,7,928.71,84.21,4,247,78.56,0.2,0,1,0,165,14,9
3649,13,10,9,91,30,8,12,808.19,54.88,1,451,82.97,0.8,0,0,0,763,3,17
3650,40,16,28,65,14,30,4,987.56,215.22,3,362,70.57,0.24,0,0,1,470,49,15
3651,8,20,311,96,34,4,10,899.39,150.58,5,233,109.95,0.31,0,0,1,312,31,14
3652,5,8,174,80,27,7,7,967.82,112.15,5,170,61.14,0.4,1,0,1,868,4,19
3653,9,9,127,87,23,24,18,983.35,23.1,5,391,180.64,0.03,0,1,1,294,46,10
3654,1,13,70,92,3,9,18,1146.29,64.02,2,478,140.43,0.46,1,0,1,791,2,3
3655,36,20,283,61,5,34,8,1106.71,278.5,3,326,97.96,0.93,0,0,0,944,44,11
3656,35,17,266,20,42,35,15,878.38,61.84,5,472,99.44,0.32,0,1,0,238,48,19
3657,2,19,151,81,30,9,11,926.37,173.95,0,370,130.9,0.24,1,1,1,902,40,11
3658,40,17,149,100,7,39,3,1033.46,246.3,8,367,65.61,0.71,1,0,1,664,44,18
3659,23,7,218,8,41,15,3,1026.18,87.3,2,43,197.66,0.3,0,0,0,702,34,19
3660,9,1,126,82,18,49,11,1018.28,240.52,6,253,157.82,0.38,0,1,1,284,4,19
3661,34,20,3,13,38,12,13,1180.91,97.15,9,488,82.35,0.86,1,0,1,168,30,1
3662,46,14,187,73,10,4,15,1077.08,172.6,8,188,175.22,0.44,1,0,1,610,11,9
3663,14,17,43,37,44,17,11,838.84,84.52,1,135,138.5,0.09,1,0,0,967,43,17
3664,4,13,99,94,34,9,14,1176.19,172.83,9,443,168.27,1,1,0,0,650,27,8
3665,30,2,263,43,33,31,0,985.29,63.28,5,311,179.23,0.1,0,1,1,451,23,15
3666,31,14,190,92,32,30,7,1032.23,242.61,7,365,146.31,0.22,0,1,0,492,16,14
3667,38,1,42,56,31,38,2,1127.8,144.18,3,143,151.06,0.5,0,0,0,915,23,2
3668,11,5,97,50,28,18,11,885.31,275.18,0,352,173.62,0.2,0,0,0,487,19,10
3669,35,7,260,82,4,21,5,1004.77,188.98,9,29,134.45,0.53,1,1,0,192,43,15
3670,8,19,218,20,15,17,8,1143.76,248.38,0,103,119.81,0.35,1,0,1,655,26,11
3671,3,14,136,48,2,35,19,1094.65,255.07,1,20,157.11,0.13,1,0,1,640,35,4
3672,14,14,340,100,23,17,19,940.22,157.89,9,344,109.05,0.14,1,1,0,843,26,2
3673,13,15,145,19,23,17,5,1035.68,214.89,0,283,120.54,0.47,0,1,1,722,14,15
3674,45,5,5,69,35,25,14,803.21,166.71,0,389,103.88,0.58,0,0,1,309,11,12
3675,32,5,136,98,27,13,3,818.92,6.81,4,353,179.68,0.08,0,1,0,864,33,3
3676,34,2,7,17,26,24,4,845.38,215.45,0,303,115.23,0.73,1,1,1,511,37,14
3677,45,18,37,28,49,15,16,1077.78,298.07,0,304,170.01,0.48,1,1,1,708,28,2
3678,19,9,311,36,34,21,8,1048.03,261,9,229,166.41,0.51,0,1,0,586,35,12
3679,38,10,67,38,13,12,10,1166.45,15.79,8,459,52.16,0.09,0,0,0,431,47,18
3680,16,18,325,94,40,14,6,1083.42,280.31,7,391,183.06,0.67,1,0,0,162,35,8
3681,2,4,5,82,10,47,5,968.24,60.27,0,484,132.94,0.35,1,0,0,132,22,3
3682,40,8,273,70,39,46,10,1146.78,16.37,6,476,133.45,0.62,0,1,1,330,24,16
3683,17,18,58,26,26,28,13,817.1,3.5,4,418,100.93,0.72,1,0,1,610,4,11
3684,34,20,155,79,4,25,10,804.05,126.86,6,234,174.72,0.51,0,0,0,602,18,13
3685,42,17,360,1,18,28,18,900.12,90.23,2,457,69.48,0.76,1,0,0,337,13,18
3686,16,16,113,81,35,31,12,851.04,53.55,5,327,121.64,0.27,0,1,0,476,21,17
3687,38,18,92,95,47,36,7,908.09,25.94,7,31,87.28,0.24,1,1,0,382,25,18
3688,2,7,324,2,17,16,18,922.24,107.17,8,141,164.51,0.48,0,0,1,329,26,4
3689,2,1,244,36,27,40,13,982.18,68.61,1,68,79.05,0.48,1,1,1,138,27,16
3690,26,1,284,56,8,29,4,1044.25,191.39,5,157,70.41,0.24,0,1,1,988,24,4
3691,13,18,89,35,47,11,10,941,113.05,2,412,79.62,0.72,0,1,1,811,13,17
3692,47,4,178,27,13,26,1,1186.9,134.99,3,428,182.01,0.6,1,1,0,484,21,17
3693,31,20,228,67,46,27,14,1016.67,229.96,7,52,111.04,0.43,1,0,1,753,38,3
3694,34,20,362,56,22,30,15,1150.49,104.66,2,348,53.73,0.88,0,1,0,759,19,19
3695,39,4,67,46,36,37,0,1120.93,49.66,3,121,164.13,0.5,0,1,0,590,29,16
3696,3,6,122,20,43,3,2,819.23,88.45,2,205,150.42,0.06,0,0,0,720,35,6
3697,8,3,159,8,30,10,9,988.57,203.83,2,215,120.64,0.43,1,1,0,749,9,13
3698,23,6,357,93,35,32,3,1122.59,35.43,1,107,199.61,0.49,1,1,1,588,4,18
3699,14,13,268,72,45,5,15,1162.65,196.53,9,77,100.13,0.57,0,1,1,578,13,17
3700,27,7,183,91,4,9,8,1053.14,218.01,8,288,124.46,0.01,1,1,1,938,18,3
3701,29,4,357,26,13,26,3,1172.81,193.19,2,455,100.24,0.37,1,1,0,105,46,6
3702,39,1,4,74,47,35,18,1065.32,108.99,0,124,129.42,0.44,1,1,1,416,40,13
3703,39,6,121,62,6,5,18,883.39,196.07,6,366,193.44,0.96,0,0,0,775,38,18
3704,1,5,230,94,18,16,9,1023.4,249.38,8,440,54.48,0.7,1,0,0,337,37,0
3705,17,13,298,33,8,13,9,1102.4,94.63,4,104,159.01,0.65,0,0,0,110,44,17
3706,41,19,219,61,41,30,13,1066.57,80.62,4,295,131.85,0.44,0,1,0,527,35,8
3707,30,4,182,100,20,11,0,833.35,287.14,2,282,90.36,0.08,0,1,1,721,40,10
3708,13,6,278,20,21,30,15,894.8,267.35,0,155,98.51,0.48,1,1,1,437,1,6
3709,21,13,257,68,32,49,19,1075.12,80.98,3,448,77.21,0.32,1,0,0,889,38,8
3710,19,5,304,87,32,21,4,1011.33,51.22,7,315,129.63,0.71,1,0,1,923,29,8
3711,19,13,43,29,2,4,13,812.34,126.95,4,13,52.5,0.71,1,0,0,552,31,19
3712,25,10,358,46,42,17,17,1095.34,151.63,7,311,168.63,0.78,0,1,0,804,45,8
3713,22,3,18,96,2,33,7,831.77,50.5,2,315,153.44,1,1,0,1,502,20,11
3714,31,13,198,37,41,31,9,873.93,7.35,7,392,107.26,0.57,0,0,1,937,22,7
3715,17,12,177,90,32,6,2,1161.79,245.54,3,294,84.75,0.67,0,1,0,814,8,7
3716,23,4,76,53,22,33,7,926.03,277.39,6,388,124.57,0.36,0,0,0,585,14,2
3717,32,10,181,5,26,39,14,813.71,20.68,8,71,100.62,0.05,1,1,1,170,47,5
3718,10,3,150,88,41,43,13,806.97,252.17,1,53,167.46,0.97,0,0,0,169,37,9
3719,10,17,82,66,45,42,2,1174.22,132.7,0,210,103.82,0.1,0,0,1,710,48,9
3720,36,9,10,15,10,27,14,949.01,53.45,9,198,158.43,0.27,0,1,0,626,48,18
3721,8,1,280,46,39,25,0,1048.47,115.88,1,100,143.4,0.24,0,0,1,791,24,15
3722,20,18,212,57,45,42,6,965.57,259.76,3,111,134.29,0.35,1,0,0,680,13,9
3723,32,9,140,8,5,19,13,885.37,36.64,6,345,181.75,0.75,1,1,0,591,7,15
3724,50,20,260,37,12,2,3,1151.08,29.57,0,174,146.09,0.9,1,1,1,434,31,4
3725,14,9,228,57,41,1,13,1179.86,289.72,6,440,191.26,0.39,1,0,0,959,10,7
3726,50,2,336,14,41,14,8,1195.14,88.06,3,314,120.94,0.14,0,0,0,616,30,0
3727,28,19,5,5,32,44,9,816.55,258.39,0,6,106.68,0.02,1,1,1,116,26,15
3728,46,16,83,73,40,15,9,820.15,168.45,4,458,143.36,0.04,1,0,0,585,40,15
3729,24,3,6,86,18,22,6,1143.19,72.12,3,35,115.56,0.6,0,0,0,896,20,6
3730,15,16,152,43,10,17,14,870.46,88.5,5,54,120.06,0.33,1,0,1,824,4,12
3731,22,13,223,49,23,41,3,1024.66,123.59,4,349,102.4,0.22,0,0,1,652,28,9
3732,30,3,181,44,1,32,17,1031.94,44.86,6,298,157.68,0.23,1,1,0,702,35,10
3733,4,10,263,56,42,33,15,1064.78,212.99,5,343,143.97,0,1,1,1,833,23,7
